_id;author_details;title;isbn;description;genre
202;Huxley, Aldous|Gigli, Lorenzo|Bianciardi, Luciano;Il Mondo Nuovo - Ritorno Al Mondo Nuovo;9788804342489;Romanzo del 1932, Il mondo nuovo è ambientato in un immaginario stato totalitario del futuro, pianificato nel nome del razionalismo produttivistico, dove tutto è sacrificabile a un malinteso mito del progresso. I cittadini di questa società non sono oppressi dalla guerra né dalle malattie e possono accedere liberamente a ogni piacere materiale. Affinché si mantenga questo equilibrio, però, gli abitanti, concepiti e prodotti industrialmente in provetta sotto il costante controllo di ingegneri genetici, durante l'infanzia vengono condizionati con la tecnologia e con le droghe e da adulti occupano ruoli sociali prestabiliti secondo il livello di nascita. In cambio del mero benessere fisico, i cittadini devono insomma rinunciare a ogni emozione, a ogni sentimento e a ogni difesa della propria individualità. I pilastri ideologici che fanno da sfondo al fortunato romanzo vengono ripresi, nel 1958, nella raccolta di saggi intitolata Ritorno al mondo nuovo, in cui Aldous Huxley riesamina singolarmente le sue profezie alla luce degli avvenimenti degli ultimi anni, arrivando alla conclusione che molte delle sue più catastrofiche previsioni di quasi trent'anni prima si sono avverate anzitempo e fanno già parte del presente. Un documento inquietante che costringe a riflettere sul prezzo che quotidianamente siamo chiamati a pagare per costruire il futuro.;Fiction / Classics
203;Guerrera, Manfredo;Storia Del Fumetto - Autori E Personaggi Dalle Origini a Oggi;9788879838849;Fumetti;Art / Techniques / Cartooning
204;Tolkien, J.R.R.|Villafranca, Vicky Alliata di|Tolkien, John Ronald Reuel;Il Signore Degli Anelli;9788818123692;"Il Signore degli Anelli è un romanzo d'eccezione, al di fuori del tempo: chiarissimo ed enigmatico, semplice e sublime. Esso dona alla felicità del lettore ciò che la narrativa del nostro secolo sembrava incapace di offrire: avventure in luoghi remoti e terribili, episodi d'inesauribile allegria, segreti paurosi che si svelano a poco a poco, draghi crudeli e alberi che camminano, città d'argento e di diamante poco lontane da necropoli tenebrose in cui dimorano esseri che spaventano solo al nominarli, urti giganteschi di eserciti luminosi e oscuri; e tutto questo in un mondo immaginario ma ricostruito con cura meticolosa, e in effetti assolutamente verosimile, perché dietro i suoi simboli si nasconde una realtà che dura oltre e malgrado la storia: la lotta, senza tregua, fra il bene e il male.<br>Leggenda e fiaba, tragedia e poema cavalleresco, il romanzo di Tolkien è in realtà un'allegoria della condizione umana che ripropone in chiave moderna i miti antichi.";Fiction / Fantasy / General
205;Smith, Adam;La Ricchezza Delle Nazioni. L'abbozzo Del Più Famoso Testo Del Pensiero Economico Classico;9788835942009;;Politica
206;Montaldi, Danilo;Autobiografie Della Leggera;9788845235641;;Social Science / Popular Culture
207;Bulgakov, Mikhail|Melander, Viveka|Bulgakov, Michail|Bulgakov, Michail Afanas'evi?;Cuore Di Cane;9788879830904;Sotto il bisturi di uno scienziato, un cane viene trasformato in uomo, ma lo spirito umano, innestatogli grazie al trapianto dell'ipofisi, si abbassa al livello canino: una situazione grottesca, che si snoda tra turpi soliloqui, espressioni gergali, imprecazioni, suoni onomatopeici di estrazione canina, gesti osceni curiosamente frammisti a nuove acquisizioni della semiologia burocratica. Tra la fantascienza e il simbolismo, questo racconto si avvale di una prosa piena, carica, essenziale, tutta animata, tipica di un edificio sostanzialmente drammaturgico, costruito sulla tangibilità delle immagini, sulla immediatezza visiva. E di derivazione teatrale è pure la cura della caratterizzazione a oltranza che, con perfetta, scientifica esattezza, guida la satira di Bulgakov fino a rendere credibile anche l'assurdo.;
208;Pirandello, Luigi;Il Fu Mattia Pascal;9788804307662;Pubblicato nel 1904, <em>Il fu Mattia Pascal</em>, il più famoso dei romanzi di Pirandello, riveste un'importanza fondamentale nella letteratura italiana del Novecento. Grottesco antieroe pirandelliano, Mattia Pascal è un uomo senza certezze e senza vocazioni. Creduto morto dopo una fuga da casa, pensa di approfittarne per cambiare vita, ma il desiderio di spezzare le catene delle convenzioni sociali, lo slancio verso la conquista di un'originaria purezza e autenticità falliscono: perchè la vita deve comunque darsi una forma e la fatica che bisogna affrontare per crearne una nuova e sostenerne i compromessi è talora così grande, che costringe a rientrare precipitosamente nella vecchia. La quale, pur con i suoi originari limiti e le sue falsità, rende possibile l'esistenza, allontanando il rischio della disgregazione, impedendo di essere altro da sè stessi, condannando a una realtà fittizia, ma inalienabile.;Fiction / Classics
209;Shakespeare, William|Squarzina, Luigi;Amleto: Principe Di Danimarca;9788879831178;La celeberrima tragedia di Shakespeare è una grande parabola morale, in cui le forze del bene e del male continuano la loro eterna lotta, coinvolgendo l'uomo in un turbine inarrestabile di dubbi e di passioni che lo porterà alla morte, insieme alle persone amate, ai peggiori nemici, per tenere fede al suo giuramento di vendetta e di giustizia.;
210;Carocci, Roberto;Roma Sovversiva. Anarchismo E Conflittualità Sociale Dall'età Giolittiana Al Fascismo;9788896487198;In una città dominata dalla monarchia e dalla gerarchia cattolica, con le loro clientele, legate alla grande industria delle costruzioni, alla rendita fondiaria e alle banche, si muoveva una popolazione formata per lo più da disoccupati, operai delle manifatture, lavoratori stagionali, impiegati declassati, contadini immiseriti e di recente immigrazione e gli artigiani poveri tra i quali gli anarchici ebbero modo di affermarsi, muovendosi e radicandosi nei quartieri popolari quali San Lorenzo e Testaccio, Monti, Borgo e Prati e l'Esquilino. Rioni, quartieri e baraccopoli dove la popolazione andava nutrendo un crescente stato di esclusione dal centro cittadino, che virava facilmente in un'esplicita opposizione nei confronti delle autorità costituite. Il libro ribalta l'immagine di comodo, restituendo a Roma il carattere di città violenta, con un conflitto di classe che sfocia facilmente in tumulti repressi con estrema brutalità dalle forze dell'ordine.;Guerra, Resistenza e Storia Del PCI
211;London, Jack;Il Richiamo Della Foresta.;9788817130578;La vita di Buck, cane di razza abituato al clima mite e alla tranquillità degli Stati Uniti del Sud, ha un'improvvisa svolta quando, per una scommessa persa, è venduto e spedito al Nord, come cane da slitta. Piegato all'obbedienza da un esperto allevatore, riesce a far fronte alle nuove esigenze e a sopravvivere alle privazioni e al clima inclemente. Ma qualcosa è cambiato in lui: nel suo comportamento riaffiorano istinti sopiti. Buck sente crescere, sempre più forte, il contrasto tra natura e educazione, tra amore per il padrone e slancio incontenibile verso la libertà. di tutte le città occidentali del nostro secolo. tata del potere, un invito alla disubbidienza, un inno alla libertà.;Fiction / Classics
212;Adams, Douglas|Serra, Laura;Ristorante Al Termine Dell'universo;9788804379348;"In principio fu la Guida: la Guida galattica per gli autostoppisti, naturalmente. Doveva essere l'ultimo grido in fatto di mappe dell'universo, il non plus ultra per i viaggiatori del cosmo. A ogni stella, a ogni sistema planetario, ma che dico, a ogni pianeta con un minimo di dignità cosmica, sarebbe stata dedicata un'esauriente scheda informativa. La Terra, uno dei mondi meno importanti, vide drasticamente ridursi la sua (1) per decisione del Comitato di redazione della Guida, e (2) perché una poco affidabile razza di ingegneri cosmici  aveva deciso di polverizzare quel pianetucolo periferico e costruire al suo posto una superstrada galattica. Ma poi qualcosa non era andato per il verso giusto... Riprendono, con questo romanzo, le avventure deliranti e divertentissime della più fortunata serie fantasatirica di tutti i tempi. Non perdete questo e i prossimi appuntamenti: potrebbe sfuggirvi un dettaglio essenziale sulla natura della vita,  l'universo &amp; tutto quanto. <br><br>Copertina di: Barclay Shaw";Fiction / Science Fiction / General
213;Vanzetti, Bartolomeo;Non Piangete La Mia Morte;9788890514913;;Political Science / Political Ideologies / Anarchism
214;London, Jack|Russo, S.;Lotta Di Classe;9788890514982;London grew up in poverty, earning a living through various legal and illegal means. He was a sailor and took part in the Klondike gold rush. The Call of the Wild, the classic story of sled-dog Buck brought him instant celebrity and established his readership to this day. Self-educated, London was heavily influenced by the works of Darwin, Marx, and Nietzsche. This, along with his earlier experiences converted him to socialism as he explains in this volume.<br><br>Contents:<br>- The Class Struggle<br>- The Tramp<br>- The Scab<br>- The Question of the Maximum<br>- A Review<br>- Wanted: A New Law of Development<br>- How I Became a Socialist;Fiction / Short Stories (single author)
215;Twain, Mark;Il Racconto Del Becchino E Altre Storie;9788835990161;"Scrive Alessandro Portelli nell'Introduzione a questi ventisei racconti inediti di Mark Twain: ""Si dice spesso che Mark Twain è uno di quegli scrittori che possono essere citati sia pro sia contro su qualunque argomento"". Vero è che si trova pressoché di tutto, in questa multiforme e affascinante raccolta di storie, articoli e aneddoti, pubblicati nel 2009 per festeggiare il centenario della morte di uno dei più grandi scrittori della letteratura statunitense. Questioni universali più che mai attuali e ricordi personali si fondono e si intersecano, sempre affrontati con sottile ironia e acume brillante. L'autore cerca e ottiene la complicità del lettore, che insieme a lui ride (spesso amaramente), riflette, s'indigna e reagisce di fronte alle assurdità del nostro mondo. Lo stile tagliente non risparmia sferzate polemiche al sistema politico e sociale americano, a volte con attacchi diretti - come nel racconto autobiografico ""Sulle spese di spedizione di un manoscritto d'autore"", in cui il Congresso degli Stati Uniti è definito ""Manicomio Nazionale"" - a volte con fini e non troppo velate metafore - come nella favola esopica ""La giungla discute dell'uomo"", o nell'immaginaria discussione tra monete raccontata ne ""La lite nel forziere"". Eppure, in Twain, le satire e le parodie del suo presente (così spesso simile al nostro!) non eliminano l'orgoglio di sentirsi parte attiva di un paese libero. Un contrasto solo apparente - o forse, una contraddizione insolubile.";
216;Bogdanov, Aleksandr;La Stella Rossa-l'ingegnere Menni;9788883241260;;Literary Collections / General
217;D'Ubaldo, R. Marcone M.|Simeone, Nando;«questa Città Ribelle...». L'altra Resistenza Dagli Anni '20 Alla Liberazione;9788845702433;;Guerra, Resistenza e Storia Del PCI
218;Mogavero, Antonio Parisella Giuseppe|Mogavero, Giuseppe|Parisella, Antonio;Memorie Di Quartiere. Frammenti Di Storie Di Guerra E Di Resistenza Nell'appio Latino E Tuscolano 1943-1944;9788887485608;;History / Military / World War II
219;Diamond, Jared|Sosio, Libero;Il terzo scimpanzé:  Ascesa e caduta del primate Homo sapiens;9788833916521;L'uomo è diverso da tutti gli altri animali, grazie soprattutto al controllo sulla natura che si esprime e si riflette nelle forme più peculiari della nostra civiltà. A ciò sono però anche associati aspetti oscuri: guerre, genocidi, distruzioni delle risorse. L'uomo comunque è anche un semplice primate, un terzo genere che condivide con le altre due specie di scimpanzé più del 98 per cento del corredo genetico. Diamond parte da questo fatto per costruire un ritratto inedito dell'umanità. Si scopre così che il linguaggio, l'arte, l'agricoltura, i comportamenti sessuali, persino la propensione alla violenza e al genocidio hanno antecedenti diretti in altre specie, passati in noi attraverso le leggi dell'evoluzione.;Social Science / Anthropology / Cultural
220;Portelli, Alessandro|Bosio, Circolo Gianni;Città Di Parole. Storia Orale Di Una Periferia Romana;8860361095;;History / Europe / Italy
221;Anonimo, ;Il Segreto È Dirlo;;;
222;Balestrini, Nanni;Parma 1922;9788887423938;"Scritto nel 1973, trasmesso da Radio Rai per molti anni successivi in occasione del 25 aprile, il radiodramma ""Parma 1922"" è una delle tante escursioni che Nanni Balestrini ha compiuto al di fuori dei confini della poesia e del romanzo. Il testo ricostruisce le cinque giornate di Parma dell'agosto 1922, quando i rioni popolari della città, organizzati da Guido Picelli e dagli Arditi del popolo, resistettero in armi, erigendo barricate e sbarramenti, alle incursioni delle Camicie Nere di Italo Balbo. La resistenza antifascista della Parma proletaria - l'unica che in Italia ebbe esito positivo - durò fino al cinque agosto, quando le squadre fasciste, sconfitte, abbandonarono la città.";History / Modern / 20th Century
